1	177 
2	90 
3	129 
4	196 
5	41 
6	208 
7	69 
8	179 
9	120 
10	118 208 
11	96 160 
12	90 
13	108 
14	56 
15	63 
16	94 
17	65 
18	120 
19	82 115 
20	122 
21	36 
22	10 
23	30 
24	45 
25	158 
26	70 
27	138 
28	10 90 
29	202 
30	14 
31	126 
32	73 
33	12 
34	62 
35	149 
36	37 
37	112 
38	56 
39	7 
40	139 
41	166 
42	147 
43	149 
44	67 
45	87 
46	209 
47	94 
48	56 
49	165 
50	179 
51	28 
52	63 67 
53	189 
54	33 
55	120 
56	51 104 
57	32 
58	15 41 
59	195 
60	13 202 
61	208 
62	106 
63	36 
64	122 
65	32 
66	46 
67	172 
68	186 
69	44 
70	30 
71	117 
72	188 
73	163 
74	148 
75	153 
76	124 
77	141 
78	69 199 
79	19 
80	78 106 
81	152 
82	181 
83	52 
84	164 
85	203 
86	118 
87	66 
88	151 
89	139 
90	48 
91	212 
92	175 
93	35 
94	214 
95	43 
96	73 
97	125 
98	88 
99	209 
100	199 
101	169 
102	158 
103	59 214 
104	50 
105	127 
106	96 
107	195 
108	97 98 
109	111 
110	3 
111	104 179 
112	7 
113	129 
114	98 
115	113 
116	194 
117	177 
118	30 
119	164 
120	81 
121	130 213 
122	137 
123	36 
124	207 
125	77 
126	174 
127	97 
128	7 
129	99 
130	55 
131	194 
132	56 57 
133	24 
134	182 
135	37 
136	19 118 
137	131 
138	52 
139	201 
140	29 
141	117 
142	187 
143	70 
144	94 
145	145 
146	177 
147	56 
148	104 
149	130 
150	103 
151	117 
152	182 
153	188 
154	96 
155	15 
156	114 
157	124 
158	43 
159	55 
160	14 
161	23 208 
162	109 
163	43 
164	181 
165	202 
166	153 
167	47 
168	28 
169	108 
170	84 175 
171	72 
172	38 
173	22 121 
174	89 
175	7 
176	110 
177	158 
178	108 
179	2 
180	203 
181	158 
182	63 
183	109 
184	77 
185	82 
186	175 
187	26 
188	179 
189	31 
190	63 
191	55 
192	194 
193	12 
194	54 
195	31 
196	161 
197	44 
198	32 
199	164 
200	75 
201	179 
202	203 
203	122 
204	27 178 
205	145 
206	140 
207	17 
208	186 
209	123 
210	125 
211	121 
212	101 139 
213	110 
214	133 
215	99 
216	5 
217	124 188 
218	13 149 
219	94 
220	2 151 
221	140 
222	4 
223	119 
224	14 
225	12 
226	51 
227	142 
228	26 
229	175 
230	204 
231	114 
232	133 
233	163 
234	36 
235	43 
236	161 
237	82 
238	152 
239	201 
240	47 
241	185 
242	124 
243	119 
244	196 
245	186 
246	26 
247	14 
248	10 
249	131 
250	159 
251	12 
252	100 
253	7 
254	44 
255	13 
256	19 
257	105 
258	20 
259	176 
260	11 
261	118 
262	57 
263	210 
264	149 
265	182 
266	214 
267	19 
268	6 
269	23 
270	105 117 
271	145 
272	105 
273	26 51 
274	135 
275	30 
276	12 
277	181 
278	73 
279	163 
280	16 
281	76 
282	146 
283	62 143 
284	192 
285	125 
286	84 
287	102 
288	34 60 
289	150 157 
290	143 
291	128 
292	64 
293	21 
294	114 
295	164 
296	183 
297	12 
298	61 
299	118 
300	74 
301	37 
302	41 46 
303	48 
304	175 
305	177 
306	188 
307	179 
308	91 
309	71 
310	51 
311	26 35 
312	47 
313	134 200 
314	72 
315	28 
316	87 
317	101 
318	64 
319	105 
320	65 
321	79 203 
322	32 
323	17 
324	180 
325	114 
326	153 
327	26 
328	206 
329	199 
330	171 
331	37 
332	18 
333	161 
334	205 
335	119 177 
336	177 
337	80 
338	144 
339	141 
340	185 
341	31 
342	169 
343	176 
344	77 
345	52 
346	160 
347	210 
348	125 
349	164 
350	44 
351	105 203 
352	211 
353	89 
354	137 
355	130 
356	179 
357	168 
358	51 
359	105 
360	19 
361	207 
362	117 
363	213 
364	44 
365	214 
366	147 
367	180 
368	77 
369	176 210 
370	160 
371	42 137 
372	108 
373	105 155 
374	83 
375	6 
376	52 
377	146 212 
378	11 
379	177 
380	26 
381	128 
382	127 
383	166 
384	24 
385	153 
386	84 
387	105 
388	142 
389	19 
390	102 
391	99 
392	167 
393	8 
394	77 134 
395	203 
396	67 
